Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding	34	11.724137931034482	7.150885149548515E-7	HOXB3A, CEBPD, LOC100150619, CRX, HOXC12B, KLF2A, EGR2A, GBX1, GATA1B, CREMA, HOXB2A, CSRNP1A, PHOX2BB, HOXC4A, FOXB2, NPAS4A, OSR2, HOXA4A, GSX2, HER8A, KLF3, EGR2B, HIC1, KLF17, PHOX2A, FOXF2B, SI:CH73-299H12.9, SP2, KLF9, SNAI2, NKX6.1, HOXD3A, HOXA1A, HIF1AL2	180	1231	16808	2.579077534073472	1.8733570838036506E-4	1.873531909181711E-4	1.83062659828442E-4
UP_SEQ_FEATURE	MOTIF:Antp-type hexapeptide	6	2.0689655172413794	3.481757329350333E-6	HOXB3A, HOXC4A, HOXA4A, HOXD3A, HOXB2A, HOXA1A	245	24	24416	24.914285714285715	7.622155485920157E-4	7.625048551277229E-4	7.485778258103215E-4
INTERPRO	IPR020479:Homeodomain, metazoa	10	3.4482758620689653	3.6301086840630103E-6	HOXB3A, HOXC4A, HOXA4A, GBX1, GSX2, HOXC12B, NKX6.1, HOXD3A, HOXB2A, HOXA1A	182	116	17276	8.183023872679044	0.0012697335508737861	0.0011926318092793195	0.0011824092509140683
INTERPRO	IPR017970:Homeobox, conserved site	13	4.482758620689655	6.8150389101675405E-6	HOXB3A, PHOX2BB, HOXC4A, HOXA4A, GSX2, CRX, HOXC12B, PHOX2A, GBX1, NKX6.1, HOXD3A, HOXB2A, HOXA1A	182	234	17276	5.273504273504273	0.0023824292462818475	0.0011926318092793195	0.0011824092509140683
GOTERM_BP_DIRECT	GO:0051085~chaperone mediated protein folding requiring cofactor	6	2.0689655172413794	9.022840977512725E-6	HSP70.3, HSP70.1, ZGC:122979, DNAJB1B, HSPE1, HSP70L	180	29	17990	20.678160919540232	0.004088009530626158	0.0026100008603897927	0.0025984776777832155
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	35	12.068965517241379	1.1523182606577452E-5	HOXB3A, CEBPD, LOC100150619, CRX, KLF2A, EGR2A, GBX1, GATA1B, FOXG1B, CREMA, HOXB2A, CSRNP1A, PHOX2BB, HOXC4A, FOXB2, NPAS4A, OSR2, HOXA4A, LOC101885450, HER8A, GRHL1, KLF3, EGR2B, HIC1, KLF17, PHOX2A, FOXF2B, SI:CH73-299H12.9, SP2, KLF9, RORCB, NKX6.1, HOXD3A, HOXA1A, HIF1AL2	180	1568	17990	2.230902777777778	0.005217894294124781	0.0026100008603897927	0.0025984776777832155
INTERPRO	IPR006620:Prolyl 4-hydroxylase, alpha subunit	5	1.7241379310344827	3.994586819471357E-5	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B	182	19	17276	24.979757085020243	0.013884048199068522	0.004247501786052009	0.004211094627885849
SMART	SM00702:P4Hc	5	1.7241379310344827	4.858163778418417E-5	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B	106	19	9474	23.52035749751738	0.0034434377945387062	0.002169522928359898	0.002169522928359898
INTERPRO	IPR001356:Homeodomain	13	4.482758620689655	4.97091822394934E-5	HOXB3A, PHOX2BB, HOXC4A, HOXA4A, GSX2, CRX, HOXC12B, PHOX2A, GBX1, NKX6.1, HOXD3A, HOXB2A, HOXA1A	182	286	17276	4.314685314685314	0.017248163772622283	0.004247501786052009	0.004211094627885849
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	27	9.310344827586208	4.980028202208047E-5	HOXB3A, CEBPD, CRX, HOXC12B, GBX1, GATA1B, NFIL3-2, FOXG1B, CREMA, HOXB2A, NFIL3-3, PHOX2BB, HOXC4A, FOXB2, NFIL3-5, HOXA4A, GSX2, HER8A, MLF1, PHOX2A, FOXF2B, SNAI2, RORCB, NKX6.1, HOXD3A, HOXA1A, HIF1AL2	180	1124	17990	2.400800711743772	0.02235620299585328	0.0075198425853341515	0.007486642397319432
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	27	9.310344827586208	6.050353563980766E-5	HOXB3A, CEBPD, CRX, KLF2A, EGR2A, GATA1B, CREMA, HOXB2A, HOXC4A, FOXB2, NPAS4A, HOXA4A, LOC101885450, HER8A, GRHL1, KLF3, EGR2B, HIC1, KLF17, FOXF2B, SP2, KLF9, SNAI2, RORCB, NKX6.1, HOXD3A, HOXA1A	180	1063	16808	2.371777986829727	0.015727417844650482	0.005642569194261949	0.005513350052408621
INTERPRO	IPR001827:Homeobox protein, antennapedia type, conserved site	5	1.7241379310344827	6.0678596943600125E-5	HOXB3A, HOXC4A, HOXA4A, HOXD3A, HOXB2A	182	21	17276	22.6007326007326	0.02101421187910857	0.004247501786052009	0.004211094627885849
SMART	SM00389:HOX	13	4.482758620689655	6.111332192563094E-5	HOXB3A, PHOX2BB, HOXC4A, HOXA4A, GSX2, CRX, HOXC12B, PHOX2A, GBX1, NKX6.1, HOXD3A, HOXB2A, HOXA1A	106	281	9474	4.134895588531525	0.00432977781599031	0.002169522928359898	0.002169522928359898
GOTERM_MF_DIRECT	GO:0031418~L-ascorbic acid binding	5	1.7241379310344827	6.460957092666353E-5	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B	180	21	16808	22.232804232804234	0.016785776652588846	0.005642569194261949	0.005513350052408621
UP_SEQ_FEATURE	DNA_BIND:Homeobox	13	4.482758620689655	6.895710086887933E-5	HOXB3A, PHOX2BB, HOXC4A, HOXA4A, GSX2, CRX, HOXC12B, PHOX2A, GBX1, NKX6.1, HOXD3A, HOXB2A, HOXA1A	245	308	24416	4.206307977736548	0.014988660600566472	0.007550802545142286	0.007412888343404527
INTERPRO	IPR005123:Oxoglutarate/iron-dependent dioxygenase	5	1.7241379310344827	8.831767631849443E-5	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B	182	23	17276	20.63545150501672	0.030439644317284076	0.005151864451912175	0.0051077056137529275
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	10	3.4482758620689653	9.144691730288748E-5	CYP26A1, HBAA1, EGLN3, EGLN2, P4HA2, PLOD1A, BBOX1, SI:CH211-5K11.8, P4HA1B, CYP2P6	180	171	16808	5.4606887589343724	0.02367542147695645	0.005989773083339129	0.0058526027073847985
UP_SEQ_FEATURE	DOMAIN:Fe2OG dioxygenase	5	1.7241379310344827	1.2236982504000793E-4	EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B	245	26	24416	19.16483516483516	0.02644468157040758	0.00893299722792058	0.008769837461200568
GOTERM_BP_DIRECT	GO:0018401~peptidyl-proline hydroxylation to 4-hydroxy-L-proline	4	1.3793103448275863	1.5071574389488614E-4	EGLN3, EGLN2, P4HA2, P4HA1B	180	11	17990	36.343434343434346	0.06614126975262169	0.017068557996095857	0.016993200124148414
UP_KW_LIGAND	KW-0408~Iron	13	4.482758620689655	1.8986716489107936E-4	HBAA1, EGLN3, EGLN2, BA1L, RFESD, BBOX1, SI:CH211-5K11.8, P4HA1B, CYP26A1, P4HA2, PLOD1A, HIF1AN, CYP2P6	68	352	6577	3.5720671791443848	0.003222843716920498	0.003227741803148349	0.003227741803148349
GOTERM_MF_DIRECT	GO:0051213~dioxygenase activity	7	2.413793103448276	1.9589689296483956E-4	EGLN3, EGLN2, P4HA2, PLOD1A, BBOX1, HIF1AN, P4HA1B	180	79	16808	8.273980309423347	0.050034882816648696	0.010128099992870064	0.009896158771659298
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	18	6.206896551724138	2.3194122121076481E-4	HOXB3A, HOXC4A, FOXB2, NFIL3-5, HOXA4A, CEBPD, CRX, HIC1, FOXF2B, GATA1B, CREMA, NFIL3-2, RORCB, FOXG1B, NKX6.1, HOXD3A, HOXB2A, NFIL3-3	180	599	16808	2.8060100166944912	0.05896566136318371	0.010128099992870064	0.009896158771659298
INTERPRO	IPR009057:Homeodomain-like	13	4.482758620689655	2.6740663287336676E-4	HOXB3A, PHOX2BB, HOXC4A, HOXA4A, GSX2, CRX, HOXC12B, PHOX2A, GBX1, NKX6.1, HOXD3A, HOXB2A, HOXA1A	182	342	17276	3.608187134502924	0.08935745692092023	0.013370331643668338	0.013255728801008324
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	7	2.413793103448276	2.741863591958372E-4	HSP70.3, HSP70.1, ZGC:122979, DNAJB1B, HSP90AA1.2, HSPE1, HSP70L	180	84	16808	7.7814814814814826	0.06932642076311646	0.010262403729901335	0.010027386850590616
GOTERM_BP_DIRECT	GO:0048704~embryonic skeletal system morphogenesis	4	1.3793103448275863	3.252509834498194E-4	HOXB3A, HOXC4A, HOXA4A, HOXD3A	180	14	17990	28.555555555555554	0.13729973490676595	0.029467739100553635	0.029337638707173708
UP_SEQ_FEATURE	DOMAIN:Homeobox	11	3.793103448275862	3.88709874094849E-4	HOXB3A, PHOX2BB, HOXC4A, HOXA4A, GBX1, GSX2, CRX, NKX6.1, HOXD3A, HOXA1A, PHOX2A	245	268	24416	4.090405117270788	0.0816199825513736	0.021281865606692985	0.020893155732598135
UP_KW_MOLECULAR_FUNCTION	KW-0223~Dioxygenase	6	2.0689655172413794	7.935124296460077E-4	EGLN3, EGLN2, P4HA2, PLOD1A, HIF1AN, P4HA1B	92	76	9466	8.12299771167048	0.03585739195392601	0.022096687959333502	0.020655599614159578
UP_KW_MOLECULAR_FUNCTION	KW-0560~Oxidoreductase	13	4.482758620689655	9.607255634492826E-4	EGLN3, EGLN2, HSD3B1, BBOX1, P4HA1B, CYP26A1, HSD11B2, P4HA2, PLOD1A, IMPDH2, MSRB2, HIF1AN, CYP2P6	92	439	9466	3.046895117361592	0.043251400395739936	0.022096687959333502	0.020655599614159578
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	7	2.413793103448276	0.0012633810096498274	CYP26A1, EGLN3, EGLN2, P4HA2, PLOD1A, P4HA1B, CYP2P6	180	112	16808	5.836111111111111	0.2819492959988784	0.04137572806603185	0.04042819230879448
UP_SEQ_FEATURE	DOMAIN:LRRCT	5	1.7241379310344827	0.003061440099617524	GP9, LGI3, LOC110439874, RTN4RL2A, RTN4RL2B	245	60	24416	8.304761904761904	0.48905011230904505	0.12478225670853355	0.12250312873212199
UP_SEQ_FEATURE	DOMAIN:RNase H type-1	3	1.0344827586206897	0.0034186919646173575	LOC103908925, LOC110439817, LOC110439819	245	9	24416	33.21904761904762	0.527622224083391	0.12478225670853355	0.12250312873212199
UP_KW_CELLULAR_COMPONENT	KW-0416~Keratin	3	1.0344827586206897	0.003986998707853046	KRT91, KRT4, KRT97	121	10	12377	30.686776859504132	0.08778928045262391	0.09170097028062006	0.09170097028062006
UP_KW_DOMAIN	KW-0371~Homeobox	7	2.413793103448276	0.004081649766560239	HOXB3A, HOXC4A, HOXA4A, HOXC12B, HOXD3A, HOXB2A, HOXA1A	157	138	14267	4.609480291701283	0.07476733768297905	0.07755134556464453	0.07755134556464453
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	3	1.0344827586206897	0.006085511660225219	HSP70.3, HSP70.1, HSP70L	180	12	17990	24.98611111111111	0.937417096764023	0.45945613034700405	0.45742762646026236
GOTERM_MF_DIRECT	GO:0003677~DNA binding	28	9.655172413793103	0.006157283840844475	HOXB3A, CEBPD, CRX, HOXC12B, ZGC:163040, EGR2A, GBX1, GATA1B, FOXG1B, CREMA, HOXB2A, PHOX2BB, HOXC4A, FOXB2, NPAS4A, HOXA4A, GSX2, HER8A, EGR2B, HIC1, KLF17, PHOX2A, FOXF2B, NABP1A, RORCB, NKX6.1, HOXD3A, HOXA1A	180	1529	16808	1.709992006394884	0.8017438383096501	0.16449074838786285	0.16072378468432402
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	5	1.7241379310344827	0.006278272839231406	HSP70.3, HSP70.1, TXNIPA, HSP70L, MAP1LC3CL	180	69	16808	6.766505636070853	0.807967910369647	0.16449074838786285	0.16072378468432402
GOTERM_MF_DIRECT	GO:0005179~hormone activity	6	2.0689655172413794	0.006949597762123218	CALCA, RLN3A, PYYB, LEPB, SST1.1, IAPP	180	112	16808	5.002380952380952	0.8391287583585645	0.16552678306148028	0.16173609337304945
UP_SEQ_FEATURE	DOMAIN:BZIP	5	1.7241379310344827	0.00814397246393165	NFIL3-5, CEBPD, CREMA, NFIL3-2, NFIL3-3	245	79	24416	6.307414104882459	0.833178708772266	0.25478999565729016	0.2501362971064721
INTERPRO	IPR004827:Basic-leucine zipper domain	5	1.7241379310344827	0.00870875996352478	NFIL3-5, CEBPD, CREMA, NFIL3-2, NFIL3-3	182	77	17276	6.163836163836163	0.9531786502685744	0.3556270895560658	0.352578857359871
SMART	SM00338:BRLZ	5	1.7241379310344827	0.009054228471989337	NFIL3-5, CEBPD, CREMA, NFIL3-2, NFIL3-3	106	74	9474	6.039010708822031	0.4757455730109297	0.21428340717041433	0.21428340717041433
INTERPRO	IPR018181:Heat shock protein 70, conserved site	3	1.0344827586206897	0.00914469658858455	HSP70.3, HSP70.1, HSP70L	182	14	17276	20.340659340659343	0.9598594445994079	0.3556270895560658	0.352578857359871
UP_KW_MOLECULAR_FUNCTION	KW-0527~Neuropeptide	3	1.0344827586206897	0.010048880478821813	PMCHL, NPVF, PYYB	92	16	9466	19.29211956521739	0.3716052451697136	0.13490158464097182	0.12610365520786498
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	4	1.3793103448275863	0.010376607936578484	HSP70.3, HSP70.1, HSPE1, HSP70L	57	41	5022	8.59563543003851	0.32724305818017196	0.3943111015899824	0.3943111015899824
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	3	1.0344827586206897	0.010779667547860597	EGLN3, EGLN2, HIF1AL2	180	16	17990	18.739583333333332	0.992704793965333	0.6828423847072772	0.679827628041903
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	3	1.0344827586206897	0.012764518515990076	HBAA1, BA1L, SI:CH211-5K11.8	177	18	18265	17.198681732580035	0.6729563366343962	0.9137599100671343	0.9137599100671343
GOTERM_BP_DIRECT	GO:0048593~camera-type eye morphogenesis	3	1.0344827586206897	0.013566404994184315	HSP70.3, HSP70.1, PIM1	180	18	17990	16.65740740740741	0.9979732228526451	0.6828423847072772	0.679827628041903
GOTERM_BP_DIRECT	GO:0055064~chloride ion homeostasis	3	1.0344827586206897	0.013566404994184315	CALCA, SLC12A10.2, SLC12A10.3	180	18	17990	16.65740740740741	0.9979732228526451	0.6828423847072772	0.679827628041903
GOTERM_MF_DIRECT	GO:0051087~chaperone binding	4	1.3793103448275863	0.013665104257391446	ZGC:122979, DNAJB1B, HSPE1, PTGES3A	180	47	16808	7.947044917257684	0.9728110536542577	0.2983547762863799	0.29152222415768414
UP_KW_MOLECULAR_FUNCTION	KW-9996~Developmental protein	12	4.137931034482759	0.014663215721844765	HOXB3A, HOXC4A, UNC45B, OSR2, HOXA4A, APLNRB, CRX, HOXC12B, RORCB, HOXD3A, HOXB2A, HOXA1A	92	543	9466	2.273840980062455	0.4931306651042987	0.13490158464097182	0.12610365520786498
UP_KW_MOLECULAR_FUNCTION	KW-0217~Developmental protein	12	4.137931034482759	0.014663215721844765	HOXB3A, HOXC4A, UNC45B, OSR2, HOXA4A, APLNRB, CRX, HOXC12B, RORCB, HOXD3A, HOXB2A, HOXA1A	92	543	9466	2.273840980062455	0.4931306651042987	0.13490158464097182	0.12610365520786498
INTERPRO	IPR013126:Heat shock protein 70 family	3	1.0344827586206897	0.014959359759583693	HSP70.3, HSP70.1, HSP70L	182	18	17276	15.82051282051282	0.9948837464528621	0.4807465806348535	0.4766258956579833
GOTERM_BP_DIRECT	GO:0009952~anterior/posterior pattern specification	5	1.7241379310344827	0.016596759374637324	HOXB3A, HOXC4A, HOXA4A, HER8A, HOXD3A	180	98	17990	5.099206349206349	0.9994986253949425	0.695450558793162	0.6923801369000354
GOTERM_MF_DIRECT	GO:0015179~L-amino acid transmembrane transporter activity	3	1.0344827586206897	0.017123606968180407	SLC7A10B, SLC7A10A, SLC38A4	180	19	16808	14.743859649122808	0.9891678940158255	0.33979784934667323	0.3320162192089632
UP_SEQ_FEATURE	DOMAIN:Globin family profile	3	1.0344827586206897	0.018432055644931052	HBAA1, BA1L, SI:CH211-5K11.8	245	21	24416	14.23673469387755	0.9829956373089129	0.40366201862399004	0.3962891963660176
UP_SEQ_FEATURE	BINDING:proximal binding residue	3	1.0344827586206897	0.018432055644931052	HBAA1, BA1L, SI:CH211-5K11.8	245	21	24416	14.23673469387755	0.9829956373089129	0.40366201862399004	0.3962891963660176
